Short _Name,Long_Name,Short_Description,Long_Description,Data_Source,,,,,,,,,,,,,,,,,,,,,
m3_2012,Tree_Canopy_2012,Percentage of land area covered by tree canopy,"Number of acres of land covered by tree canopy divided by total land area. The technology used to calculate tree canopy provides a more precise and accurate accounting of tree canopy than that used in previous studies; therefore, percentage of tree canopy in 2013 is not comparable to the percentage of tree canopy calculated in the 2002 and 2008 urban ecosystem assessments completed by American Forests.","University of Vermont; Mecklenburg County Land Use & Environmental Services Agency, 2012",,,,,,,,,,,,,,,,,,,,,
r3_2012,Tree_Canopy_Area_2012,Land area covered by tree canopy (Acres),Acres of land covered by tree canopy. Tree canopy is calculated by the Spatial Analysis Laboratory at the University of Vermont using high-resolution imagery and LiDAR (Light Detection and Ranging) technology.,"University of Vermont; Mecklenburg County Land Use & Environmental Services Agency, 2012",,,,,,,,,,,,,,,,,,,,,
m49_2012,Residential_Tree_Canopy_2012,Percentage of residential land covered by tree canopy,"Number of acres of residential land covered by tree canopy divided by total residential land area. Residential land is identified using the City of Charlotte Planning Departments existing land use data. The technology used to calculate tree canopy provides a more precise and accurate accounting of tree canopy than that used in previous studies; therefore, percentage of tree canopy in 2013 is not comparable to the percentage of tree canopy calculated in the 2002 and 2008 urban ecosystem assessments completed by American Forests.","University of Vermont; Mecklenburg County Land Use & Environmental Services Agency, 2012",,,,,,,,,,,,,,,,,,,,,
r49_2012,Residential_Canopy_Area_2012,Residential land area covered by tree canopy (Acres),Acres of residential land covered by tree canopy.  Residential land is identified using the City of Charlotte Planning Departments existing land use data.Tree canopy is calculated by the Spatial Analysis Laboratory at the University of Vermont using high-resolution imagery and LiDAR (Light Detection and Ranging) technology.,"University of Vermont; Mecklenburg County Land Use & Environmental Services Agency, 2012",,,,,,,,,,,,,,,,,,,,,
m4_2018,Impervious_Surface_2018,Percentage of land area that is impervious,"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes, divided by total land area. These data do not include public streets or public sidewalks.","Mecklenburg County Land Use & Environmental Services Agency, 2018",,,,,,,,,,,,,,,,,,,,,
r4_2018,Impervious_Surface_Area_2018,Land area that is impervious (Acres),"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes. These data do not include public streets or public sidewalks. To calculate impervious surface, Mecklenburg County takes aerial photos of each land parcel and computer software is used to draw around the edges of the hard surfaces shown on the photo.","Mecklenburg County Land Use & Environmental Services Agency, 2018",,,,,,,,,,,,,,,,,,,,,
m4_2017,Impervious_Surface_2017,Percentage of land area that is impervious,"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes, divided by total land area. These data do not include public streets or public sidewalks.","Mecklenburg County Land Use & Environmental Services Agency, 2017",,,,,,,,,,,,,,,,,,,,,
r4_2017,Impervious_Surface_Area_2017,Land area that is impervious (Acres),"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes. These data do not include public streets or public sidewalks. To calculate impervious surface, Mecklenburg County takes aerial photos of each land parcel and computer software is used to draw around the edges of the hard surfaces shown on the photo.","Mecklenburg County Land Use & Environmental Services Agency, 2017",,,,,,,,,,,,,,,,,,,,,
m4_2016,Impervious_Surface_2016,Percentage of land area that is impervious,"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes, divided by total land area. These data do not include public streets or public sidewalks.","Mecklenburg County Land Use & Environmental Services Agency, 2016",,,,,,,,,,,,,,,,,,,,,
r4_2016,Impervious_Surface_Area_2016,Land area that is impervious (Acres),"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes. These data do not include public streets or public sidewalks. To calculate impervious surface, Mecklenburg County takes aerial photos of each land parcel and computer software is used to draw around the edges of the hard surfaces shown on the photo.","Mecklenburg County Land Use & Environmental Services Agency, 2016",,,,,,,,,,,,,,,,,,,,,
m4_2015,Impervious_Surface_2015,Percentage of land area that is impervious,"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes, divided by total land area. These data do not include public streets or public sidewalks.","Mecklenburg County Land Use & Environmental Services Agency, 2015",,,,,,,,,,,,,,,,,,,,,
r4_2015,Impervious_Surface_Area_2015,Land area that is impervious (Acres),"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes. These data do not include public streets or public sidewalks. To calculate impervious surface, Mecklenburg County takes aerial photos of each land parcel and computer software is used to draw around the edges of the hard surfaces shown on the photo.","Mecklenburg County Land Use & Environmental Services Agency, 2015",,,,,,,,,,,,,,,,,,,,,
m4_2013,Impervious_Surface_2013,Percentage of land area that is impervious,"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes, divided by total land area. These data do not include public streets or public sidewalks.","Mecklenburg County Land Use & Environmental Services Agency, 2013",,,,,,,,,,,,,,,,,,,,,
r4_2013,Impervious_Surface_Area_2013,Land area that is impervious (Acres),"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes. These data do not include public streets or public sidewalks. To calculate impervious surface, Mecklenburg County takes aerial photos of each land parcel and computer software is used to draw around the edges of the hard surfaces shown on the photo.","Mecklenburg County Land Use & Environmental Services Agency, 2013",,,,,,,,,,,,,,,,,,,,,
m4_2011,Impervious_Surface_2011,Percentage of land area that is impervious,"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes, divided by total land area. These data do not include public streets or public sidewalks.","Mecklenburg County Land Use & Environmental Services Agency, 2011",,,,,,,,,,,,,,,,,,,,,
r4_2011,Impervious_Surface_Area_2011,Land area that is impervious (Acres),"Total number of acres classified as ""impervious surface"" by Mecklenburg County for tax purposes. These data do not include public streets or public sidewalks. To calculate impervious surface, Mecklenburg County takes aerial photos of each land parcel and computer software is used to draw around the edges of the hard surfaces shown on the photo.","Mecklenburg County Land Use & Environmental Services Agency, 2011",,,,,,,,,,,,,,,,,,,,,
m23_2013,Recycling_Participation_2013,Percentage of eligible households that participate in municipal curbside recycling,"Number of households that participated in the City of Charlotte's curbside recycling program, divided by the total number of eligible households.","Charlotte Solid Waste Services, July 1, 2012-June 30, 2013",,,,,,,,,,,,,,,,,,,,,
r23_2013,Recycling_Participating_Units_2013,Number of eligible households that participate in municipal curbside recycling,"Number of households that participated in the City of Charlotte's curbside recycling program at least once per quarter. Recycling participation is determined by sensors affixed to residential roll out bins. The data include single family residential units (attached and detached), multi-family buildings with fewer than 30 units, and any additional legacy multi-family buildings serviced by the City of Charlotte. Data from all multi-family communities is not included as many do not provide recycling services and private recycling companies that do serve larger communities are not required to report the recyclables they process.","Charlotte Solid Waste Services, July 1, 2012-June 30, 2013",,,,,,,,,,,,,,,,,,,,,
m24_2013,Solid_Waste_2013,Average daily waste generation per household (Pounds per day per household),"Total pounds of residential solid waste collected from eligible households, divided by the total number of eligible households, divided by 365 days in a year.","Charlotte Solid Waste Services, July 1, 2012-June 30, 2013",,,,,,,,,,,,,,,,,,,,,
r24_2013,Solid_Waste_Total_2013,Total daily waste generation per day (Pounds per day),"Total pounds of residential solid waste collected by the City of Charlotte from eligible households, divided by 365 days in a year. Residential solid waste includes garbage, recycling, yard waste and non-recyclable bulky items. The data include single family residential units (attached and detached), multi-family buildings with fewer than 30 units, and any additional legacy multi-family buildings serviced by the City of Charlotte. Data were received in tons and multiplied by 2,000 to convert to pounds.","Charlotte Solid Waste Services, July 1, 2012-June 30, 2013",,,,,,,,,,,,,,,,,,,,,
